Transcript_ID	Transcript_ID	Gene_ID	Description	IO_Read_Count	IX_Read_Count	NO_Read_Count	NX_Read_Count	IO_FPKM	IX_FPKM	NO_FPKM	NX_FPKM
Os11g0103100	Os11t0103100-00	.	.	22	29	15	82	7.614474	4.32045	3.974125	5.163579
Os04g0103100	Os04t0103100-01	.	.	18	10	8	6	10.088668	2.320534	3.515403	0.613209
Os10g0103140	Os10t0103140-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0103150	Os09t0103150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0103150	Os12t0103150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0103150	Os11t0103150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0103200	Os06t0103200-01	.	.	0	2	2	9	0.0	0.540236	0.977433	0.919112
Os02g0103200	Os02t0103200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0103200	Os04t0103200-01,Os04t0103200-02	.	.	107	133	111	302	65.14843	36.304379	54.356423	34.878048
Os03g0103200	Os03t0103200-01	.	.	26	8	18	10	36.884636	4.920849	19.370958	2.573796
Os09g0103200	Os09t0103200-01	.	.	14	14	13	45	6.688471	2.843469	4.855498	3.843659
Os05g0103200	Os05t0103200-01,Os05t0103200-02	.	.	101	184	86	459	95.902025	76.47027	65.330605	81.279807
Os07g0103200	Os07t0103200-01	.	.	26	50	6	78	20.906736	17.122108	3.789157	11.427485
Os08g0103300	Os08t0103300-01,Os08t0103300-02	.	.	68	177	156	811	22.760563	37.157928	63.208099	70.233883
Os02g0103300	Os02t0103300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0103300	Os04t0103300-01,Os04t0103300-02,Os04t0103300-03	.	.	147	209	141	547	118.801502	73.770671	87.361508	82.351737
Os03g0103300	Os03t0103300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0103300	Os12t0103300-01	.	.	16	33	16	26	25.074854	22.987104	19.700047	7.466417
Os09g0103300	Os09t0103300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0103300	Os06t0103300-01,Os06t0103300-02	.	.	64	372	231	1060	51.458149	96.767691	109.708193	116.432486
Os05g0103300	Os05t0103300-01,Os05t0103300-02	.	.	44	57	30	41	85.618939	49.063175	44.994477	14.35214
Os04g0103351	Os04t0103351-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0103380	Os10t0103380-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0103400	Os11t0103400-00	.	.	2	6	0	7	0.823303	1.351453	0.0	0.675886
Os09g0103400	Os09t0103400-01	.	.	0	4	4	0	0.0	1.325675	2.398505	0.0
Os03g0103400	Os03t0103400-01	.	.	64	63	15	35	24.589966	10.561761	4.247134	2.438422
Os06g0103400	Os06t0103400-01,Os06t0103400-02	.	.	22	32	16	90	22.861877	14.388144	13.016023	17.048746
Os01g0103400	Os01t0103400-01	.	.	0	14	8	36	0.0	9.896208	10.086561	10.636004
Os08g0103400	Os08t0103400-00	.	.	0	5	8	70	0.0	1.100836	3.774008	8.109216
Os04g0103400	Os04t0103400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0103400	Os05t0103400-01	.	.	0	5	10	26	0.0	2.842814	12.858546	7.774676
Os05g0103500	Os05t0103500-01	.	.	0	18	14	34	0.0	8.659206	12.194921	6.848189
Os08g0103500	Os08t0103500-01,Os08t0103500-02	.	.	0	0	10	41	0.0	0.0	4.901099	4.896557
Os09g0103500	Os09t0103500-01	.	.	4	12	0	0	2.561928	3.459614	0.0	0.0
Os06g0103500	Os06t0103500-01,Os06t0103500-02,Os06t0103500-03,Os06t0103500-04	.	.	343	513	447	1210	150.451584	97.47447	157.375702	98.361674
Os02g0103500	Os02t0103500-00	.	.	0	0	0	3	0.0	0.0	0.0	0.337099
Os04g0103500	Os04t0103500-01	.	.	48	98	68	199	18.120306	16.017475	20.149481	13.760385
Os07g0103500	Os07t0103500-01	.	.	0	0	0	2	0.0	0.0	0.0	0.218904
Os10g0103500	Os10t0103500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0103500	Os12t0103500-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0103540	Os12t0103540-01	.	.	2	9	0	0	0.847252	2.862761	0.0	0.0
Os11g0103550	Os11t0103550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0103580	Os12t0103580-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0103600	Os01t0103600-01,Os01t0103600-02	.	.	13	69	37	104	13.107377	26.892232	19.870043	15.923412
Os06g0103600	Os06t0103600-01,Os06t0103600-02	.	.	16	42	26	188	4.766089	5.297434	6.298548	11.752422
Os02g0103600	Os02t0103600-01	.	.	0	0	0	4	0.0	0.0	0.0	0.51974
Os08g0103600	Os08t0103600-01	.	.	7	55	21	114	4.281147	16.736172	11.630504	14.820312
Os05g0103600	Os05t0103600-01	.	.	17	56	28	146	9.915995	14.148225	12.774067	15.54376
Os09g0103600	Os09t0103600-01	.	.	30	62	24	89	21.24246	19.469555	13.410394	11.889547
Os03g0103600	Os03t0103600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0103600	Os07t0103600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0103601	Os04t0103601-01	.	.	0	8	6	10	0.0	7.40688	8.922505	3.962385
Os10g0103622	Os10t0103622-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0103650	Os01t0103650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0103700	Os09t0103700-01	.	.	43	129	87	275	30.722818	39.997368	48.375492	35.961201
Os11g0103700	Os11t0103700-01	.	.	4	79	8	104	1.624416	13.866746	2.227518	7.658649
Os04g0103700	Os04t0103700-01	.	.	25	25	23	44	9.519738	4.171336	6.686447	3.0679
Os01g0103700	Os01t0103700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0103700	Os10t0103700-01,Os10t0103700-02,Os10t0103700-03	.	.	31	45	44	150	35.196313	23.819151	42.367668	32.301397
Os06g0103700	Os06t0103700-01,Os06t0103700-02	.	.	6	46	15	61	4.854393	15.901853	9.271031	10.714901
Os02g0103700	Os02t0103700-01	.	.	57	66	81	289	65.079132	32.530231	72.179863	60.314987
Os05g0103700	Os05t0103700-01	.	.	6	40	17	123	3.90943	11.250269	8.196022	14.59674
Os08g0103700	Os08t0103700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0103700	Os03t0103700-01,Os03t0103700-02	.	.	14	37	11	65	10.885642	14.056705	6.238308	9.370313
Os03g0103800	Os03t0103800-01	.	.	46	80	42	225	20.030714	15.075312	14.301003	18.012938
Os10g0103800	Os10t0103800-01	.	.	36	55	58	130	23.200321	15.164662	29.306545	15.282812
Os05g0103800	Os05t0103800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0103800	Os06t0103800-01	.	.	145	12	192	45	60.405964	2.094274	62.855789	3.433136
Os11g0103800	Os11t0103800-01	.	.	4	4	8	78	1.597114	0.6917	2.493658	5.623052
Os09g0103800	Os09t0103800-00	.	.	0	1	0	0	0.0	0.253168	0.0	0.0
Os01g0103800	Os01t0103800-01	.	.	72	38	34	132	35.088253	7.867739	12.789403	11.749449
Os02g0103800	Os02t0103800-01,Os02t0103800-02,Os02t0103800-03	.	.	220	1147	161	1911	174.772385	392.012022	99.744347	277.400225
Os04g0103800	Os04t0103800-01	.	.	77	379	98	332	86.40036	186.017838	86.639374	68.765526
Os02g0103850	Os02t0103850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0103900	Os04t0103900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0103900	Os08t0103900-01	.	.	18	80	28	83	10.674355	20.56566	13.02749	8.97416
Os03g0103900	Os03t0103900-01	.	.	0	5	0	2	0.0	2.069545	0.0	0.424272
Os02g0103900	Os02t0103900-01,Os02t0103900-02	.	.	21	58	38	70	8.599863	10.793799	20.824995	5.449958
Os06g0103900	Os06t0103900-01	.	.	14	19	6	63	6.291832	3.66352	2.117419	5.175827
Os01g0103900	Os01t0103900-01	.	.	0	0	0	7	0.0	0.0	0.0	0.609818
Os03g0103950	Os03t0103950-00	.	.	0	1	4	12	0.0	0.22925	1.452749	1.165791
Os06g0103950	Os06t0103950-00	.	.	0	11	0	0	0.0	2.617697	0.0	0.0
Os05g0104000	Os05t0104000-00	.	.	2	31	5	47	0.785061	5.112738	1.230329	3.35151
Os03g0104000	Os03t0104000-01	.	.	0	13	0	14	0.0	13.361284	0.0	6.175272
Os10g0104000	Os10t0104000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0104000	Os06t0104000-01	.	.	22	70	22	127	8.965112	12.328232	6.852528	9.413638
Os01g0104000	Os01t0104000-01,Os01t0104000-02	.	.	35	71	23	125	17.189377	15.380951	8.737675	11.592865
Os06g0104050	Os06t0104050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104050	Os11t0104050-01	.	.	16	30	32	47	24.874043	20.507469	39.454414	13.572033
Os05g0104100	Os05t0104100-01,Os05t0104100-02	.	.	54	84	25	205	16.824366	11.384597	5.965478	11.743764
Os03g0104100	Os03t0104100-01	.	.	6	0	0	14	3.157601	0.0	0.0	1.349412
Os08g0104100	Os08t0104100-01,Os08t0104100-02,Os08t0104100-03	.	.	27	148	65	501	27.64793	64.536817	42.497894	89.976038
Os01g0104100	Os01t0104100-01,Os01t0104100-02	.	.	55	68	26	176	34.796631	18.712889	12.969748	20.818245
Os07g0104100	Os07t0104100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0104100	Os02t0104100-00	.	.	0	37	0	28	0.0	20.059347	0.0	6.563032
Os06g0104100	Os06t0104100-01	.	.	5	4	6	22	3.56904	1.261932	3.413463	2.930287
Os05g0104150	Os05t0104150-01	.	.	0	0	0	2	0.0	0.0	0.0	0.233565
Os02g0104150	Os02t0104150-00	.	.	1	0	0	5	2.487597	0.0	0.0	2.395066
Os11g0104150	Os11t0104150-01	.	.	12	24	4	47	4.143952	3.476897	1.082374	2.945226
Os06g0104200	Os06t0104200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0104200	Os09t0104200-01,Os09t0104200-02,Os09t0104200-03	.	.	8	0	0	13	2.941666	0.0	0.0	0.839721
Os12g0104200	Os12t0104200-00	.	.	11	10	14	12	11.681549	4.756592	11.34345	2.249748
Os01g0104200	Os01t0104200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0104200	Os02t0104200-01,Os02t0104200-02	.	.	54	229	85	274	39.473362	72.158426	47.523262	36.471007
Os05g0104200	Os05t0104200-01	.	.	16	0	24	2	13.745608	0.0	16.166241	0.314365
Os11g0104220	Os11t0104220-00	.	.	0	0	2	7	0.0	0.0	1.67503	2.345211
Os07g0104233	Os07t0104233-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104240	Os11t0104240-00	.	.	0	0	1	3	0.0	0.0	0.842576	0.413712
Os12g0104250	Os12t0104250-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104260	Os11t0104260-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0104300	Os09t0104300-01	.	.	15	10	4	30	14.857242	4.58702	3.32625	5.819438
Os08g0104300	Os08t0104300-01,Os08t0104300-02	.	.	52	135	74	492	20.342785	23.800941	26.744392	40.664347
Os11g0104300	Os11t0104300-01	.	.	48	118	37	128	14.634548	15.703702	8.811474	7.159273
Os12g0104300	Os12t0104300-01,Os12t0104300-02	.	.	31	121	33	196	12.620913	16.727163	7.083665	10.120388
Os10g0104300	Os10t0104300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0104300	Os06t0104300-01	.	.	2	0	0	0	0.941299	0.0	0.0	0.0
Os04g0104350	Os04t0104350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0104350	Os01t0104350-00	.	.	0	0	0	23	0.0	0.0	0.0	6.6958
Os06g0104350	Os06t0104350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0104366	Os07t0104366-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0104400	Os12t0104400-01	.	.	0	13	7	7	0.0	3.253362	3.15605	0.667944
Os08g0104400	Os08t0104400-01	.	.	0	14	6	586	0.0	9.758971	6.472844	172.490326
Os01g0104400	Os01t0104400-01,Os01t0104400-02,Os01t0104400-03	.	.	187	399	262	988	177.230215	164.108209	194.696907	172.20231
Os11g0104400	Os11t0104400-01	.	.	0	0	10	10	0.0	0.0	4.935339	1.086861
Os03g0104400	Os03t0104400-01,Os03t0104400-02	.	.	15	83	34	132	7.481792	22.718891	14.229459	14.415225
Os06g0104400	Os06t0104400-01,Os06t0104400-02	.	.	27	68	41	76	15.148718	16.921021	18.467859	7.934016
Os07g0104500	Os07t0104500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0104500	Os01t0104500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0104500	Os10t0104500-01,Os10t0104500-02	.	.	0	10	0	40	0.0	2.475221	0.0	4.099385
Os02g0104500	Os02t0104500-01	.	.	38	28	15	56	20.7159	6.643109	6.524324	5.700579
Os05g0104600	Os05t0104600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0104600	Os08t0104600-02	.	.	231	586	74	1103	284.676117	313.537231	71.16684	249.184555
Os01g0104600	Os01t0104600-01,Os01t0104600-02	.	.	32	45	17	123	15.804036	9.623259	6.211108	11.115034
Os05g0104650	Os05t0104650-00	.	.	8	54	17	83	1.963698	5.736952	3.277899	3.723812
Os02g0104700	Os02t0104700-01,Os02t0104700-02	.	.	31	31	17	136	12.044024	4.489444	5.082938	10.793707
Os08g0104700	Os08t0104700-01,Os08t0104700-02	.	.	154	400	183	1300	29.118303	45.250785	38.569279	46.793079
Os09g0104700	Os09t0104700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0104700	Os10t0104700-01	.	.	26	16	6	107	8.583273	2.224289	1.573658	6.496528
Os12g0104700	Os12t0104700-01	.	.	21	56	4	115	13.082114	15.370646	1.859642	13.456253
Os05g0104700	Os05t0104700-01	.	.	0	3	0	12	0.0	0.552096	0.0	1.391623
Os12g0104733	Os12t0104733-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0104750	Os10t0104750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0104750	Os07t0104750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0104750	Os05t0104750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0104766	Os12t0104766-00	.	.	62	168	136	582	36.837494	43.651695	64.106659	63.976223
Os11g0104800	Os11t0104800-01	.	.	23	59	38	106	13.199571	15.040156	17.156746	11.337997
Os01g0104800	Os01t0104800-01,Os01t0104800-02	.	.	0	28	5	41	0.0	6.009851	1.853876	3.700294
Os08g0104800	Os08t0104800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0104800	Os02t0104800-01	.	.	0	18	32	110	0.0	6.661859	22.307119	17.840485
Os05g0104800	Os05t0104800-01	.	.	71	82	71	194	68.474174	34.059284	53.355812	34.299934
Os10g0104800	Os10t0104800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0104800	Os03t0104800-01	.	.	6	0	0	8	2.445908	0.0	0.0	0.584728
Os12g0104800	Os12t0104800-01,Os12t0104800-02	.	.	34	108	103	348	42.780825	58.180692	103.250473	79.269746
Os06g0104800	Os06t0104800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104833	Os11t0104833-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0104850	Os12t0104850-01	.	.	0	0	1	0	0.0	0.0	0.84217	0.0
Os11g0104866	Os11t0104866-00	.	.	114	128	134	570	68.176521	33.150494	63.032959	62.703018
Os06g0104900	Os06t0104900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0104900	Os01t0104900-01,Os01t0104900-02	.	.	0	0	7	0	0.0	0.0	2.87232	0.0
Os05g0104900	Os05t0104900-01	.	.	7	0	0	42	4.473443	0.0	0.0	5.302555
Os10g0104900	Os10t0104900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0104900	Os12t0104900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0104900	Os04t0104900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104900	Os11t0104900-00	.	.	134	348	341	1351	66.449577	74.999443	133.004547	122.948845
Os08g0104900	Os08t0104900-01,Os08t0104900-02	.	.	5	31	55	319	2.468274	8.076536	26.993511	35.934321
Os03g0104901	Os03t0104901-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0104933	Os11t0104933-01	.	.	17	27	27	62	44.618912	31.592447	56.863625	30.441381
Os11g0104966	Os11t0104966-00	.	.	0	0	1	0	0.0	0.0	0.84217	0.0
Os08g0105000	Os08t0105000-01,Os08t0105000-02,Os08t0105000-03	.	.	0	40	28	108	0.0	8.729118	8.358363	8.615767
Os02g0105000	Os02t0105000-01,Os02t0105000-02	.	.	15	6	2	27	11.320481	2.290274	1.439522	1.928569
Os07g0105000	Os07t0105000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0105000	Os04t0105000-01	.	.	0	48	38	103	0.0	6.798929	9.841912	6.225594
Os03g0105000	Os03t0105000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0105000	Os11t0105000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0105000	Os05t0105000-01	.	.	164	176	242	506	48.424004	22.411219	55.985096	27.305407
Os05g0105050	Os05t0105050-00	.	.	23	21	9	41	35.407711	14.389287	10.414505	11.709318
Os04g0105050	Os04t0105050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0105100	Os06t0105100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0105100	Os05t0105100-01	.	.	0	0	0	6	0.0	0.0	0.0	1.307137
Os07g0105100	Os07t0105100-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0105100	Os02t0105100-01,Os02t0105100-02	.	.	107	278	152	1140	26.72141	26.223092	22.612638	39.654441
Os08g0105100	Os08t0105100-01	.	.	6	82	24	113	2.915792	17.147968	9.071206	9.975906
Os04g0105100	Os04t0105100-01	.	.	179	197	115	259	101.916527	48.63493	51.448616	27.019066
Os05g0105150	Os05t0105150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105150	Os12t0105150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105200	Os12t0105200-00	.	.	0	26	0	7	0.0	15.061869	0.0	1.588628
Os05g0105200	Os05t0105200-01	.	.	0	0	6	15	0.0	0.0	8.082767	4.765751
Os04g0105200	Os04t0105200-01	.	.	28	14	22	17	37.035969	7.954768	22.615047	4.110629
Os02g0105200	Os02t0105200-01	.	.	30	26	32	214	14.001088	5.286882	11.572527	18.345341
Os07g0105200	Os07t0105200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0105300	Os07t0105300-01,Os07t0105300-02	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105300	Os12t0105300-01,Os12t0105300-02,Os12t0105300-03	.	.	104	556	24	172	34.108597	129.916757	6.172156	15.846362
Os04g0105300	Os04t0105300-01,Os04t0105300-02	.	.	5	24	12	21	2.973864	7.670381	6.933131	2.838633
Os02g0105300	Os02t0105300-01	.	.	0	8	0	0	0.0	2.174029	0.0	0.0
Os03g0105300	Os03t0105300-01,Os03t0105300-02	.	.	7	83	32	154	2.667753	15.764111	10.975882	12.424956
Os05g0105300	Os05t0105300-01	.	.	0	8	0	35	0.0	1.898758	0.0	3.990902
Os06g0105300	Os06t0105300-01	.	.	0	0	2	3	0.0	0.0	0.65429	0.201089
Os01g0105300	Os01t0105300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0105350	Os11t0105350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0105350	Os06t0105350-01	.	.	6	113	8	54	3.551456	28.830748	3.696705	5.811213
Os06g0105400	Os06t0105400-01,Os06t0105400-02	.	.	12	123	58	568	5.692764	27.800527	24.175728	55.801614
Os08g0105400	Os08t0105400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0105400	Os01t0105400-01	.	.	10	10	0	34	5.334046	2.260758	0.0	3.32775
Os10g0105400	Os10t0105400-01,Os10t0105400-02,Os10t0105400-04	.	.	117	349	150	796	74.680272	112.939978	71.028277	94.40813
Os11g0105400	Os11t0105400-01	.	.	0	33	9	38	0.0	13.799524	6.556861	6.620852
Os04g0105400	Os04t0105400-01	.	.	27	104	27	141	16.954988	28.192518	12.934738	16.174295
Os02g0105400	Os02t0105400-01,Os02t0105400-02	.	.	40	50	36	88	29.123901	15.88479	20.503912	11.582424
Os12g0105401	Os12t0105401-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0105401	Os05t0105401-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0105401	Os03t0105401-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0105450	Os08t0105450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0105450	Os04t0105450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0105450	Os02t0105450-01	.	.	3	0	0	6	1.974151	0.0	0.0	1.077555
Os06g0105500	Os06t0105500-01	.	.	11	39	0	83	4.472201	7.033827	0.0	6.422557
Os03g0105500	Os03t0105500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105500	Os12t0105500-01	.	.	0	0	0	7	0.0	0.0	0.0	1.082916
Os02g0105500	Os02t0105500-01,Os02t0105500-02	.	.	36	20	49	96	23.553211	5.761394	25.832951	11.67673
Os04g0105500	Os04t0105500-01,Os04t0105500-02	.	.	8	2	0	24	6.776744	0.733739	0.0	3.56861
Os05g0105500	Os05t0105500-01	.	.	27	11	14	49	26.437881	4.613166	11.091804	8.979799
Os08g0105550	Os08t0105550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0105550	Os06t0105550-01	.	.	0	6	0	6	0.0	0.626091	0.0	0.277898
Os05g0105550	Os05t0105550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0105600	Os06t0105600-01	.	.	41	110	88	405	19.739195	23.052441	33.375637	35.862095
Os05g0105600	Os05t0105600-01	.	.	42	38	13	84	17.663658	6.942652	3.987458	6.502561
Os07g0105600	Os07t0105600-01	.	.	62	134	3	193	81.920212	77.419914	2.102927	47.113773
Os02g0105600	Os02t0105600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0105600	Os03t0105600-01	.	.	0	24	8	12	0.0	6.268958	3.863629	1.314429
Os12g0105600	Os12t0105600-01	.	.	0	0	14	22	0.0	0.0	7.484216	2.888072
Os08g0105600	Os08t0105600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0105633	Os03t0105633-00	.	.	0	3	0	0	0.0	0.67169	0.0	0.0
Os04g0105700	Os04t0105700-01	.	.	42	176	40	347	41.703522	75.622726	31.02846	62.975204
Os08g0105700	Os08t0105700-01	.	.	0	8	8	192	0.0	2.573743	4.499632	26.274143
Os12g0105700	Os12t0105700-01	.	.	19	52	27	114	9.9511	12.331182	11.582389	11.38032
Os07g0105700	Os07t0105700-01	.	.	0	4	0	26	0.0	0.683981	0.0	1.881673
Os06g0105700	Os06t0105700-01	.	.	0	10	0	22	0.0	2.986169	0.0	2.737599
Os10g0105700	Os10t0105700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0105700	Os03t0105700-01	.	.	0	7	0	3	0.0	2.028612	0.0	0.285489
Os01g0105700	Os01t0105700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0105750	Os10t0105750-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0105750	Os11t0105750-01	.	.	136	1086	170	1714	44.735855	155.623825	43.95248	103.74633
Os07g0105750	Os07t0105750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0105775	Os11t0105775-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0105800	Os11t0105800-01	.	.	7	14	0	39	5.625005	5.35873	0.0	6.654876
Os02g0105800	Os02t0105800-01	.	.	0	11	0	15	0.0	2.307432	0.0	1.46031
Os06g0105800	Os06t0105800-02	.	.	78	126	52	401	54.925694	38.254295	28.669115	51.680233
Os05g0105800	Os05t0105800-01	.	.	8	27	10	20	20.188877	33.464176	22.440807	10.003913
Os12g0105800	Os12t0105800-01	.	.	18	54	22	62	7.339516	9.790823	7.269047	4.719222
Os01g0105800	Os01t0105800-01	.	.	0	2	0	30	0.0	0.973138	0.0	6.867111
Os10g0105800	Os10t0105800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os03g0105800	Os03t0105800-01,Os03t0105800-02	.	.	0	0	0	4	0.0	0.0	0.0	0.243638
Os08g0105800	Os08t0105800-01,Os08t0105800-02	.	.	52	161	176	738	27.480764	38.520807	68.705266	66.082175
Os07g0105800	Os07t0105800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0105850	Os10t0105850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0105850	Os08t0105850-00	.	.	0	0	2	0	0.0	0.0	0.947087	0.0
Os12g0105850	Os12t0105850-01	.	.	0	3	3	4	0.0	0.521867	0.944199	0.440656
Os01g0105900	Os01t0105900-01	.	.	27	200	168	635	18.168318	58.354618	88.453392	78.317299
Os06g0105900	Os06t0105900-01,Os06t0105900-02	.	.	169	502	186	1278	80.065341	82.495625	62.447584	92.415539
Os02g0105900	Os02t0105900-01	.	.	200	220	249	808	205.536819	98.009659	200.32634	151.984192
Os10g0105900	Os10t0105900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0105900	Os07t0105900-01	.	.	0	0	4	0	0.0	0.0	2.17843	0.0
Os04g0105900	Os04t0105900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0105900	Os05t0105900-01	.	.	10	34	7	96	6.085533	8.922922	2.863951	10.617854
Os11g0105901	Os11t0105901-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0105901	Os08t0105901-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0105933	Os10t0105933-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105950	Os12t0105950-01,Os12t0105950-02	.	.	100	164	118	610	68.139128	48.143371	62.350864	75.995656
Os12g0105962	Os12t0105962-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0105966	Os10t0105966-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0105975	Os12t0105975-00	.	.	51	127	129	473	46.811901	50.889462	93.538277	80.0485
Os05g0106000	Os05t0106000-01,Os05t0106000-02	.	.	9	28	20	46	5.737445	10.968831	20.831258	5.98849
Os11g0106000	Os11t0106000-01,Os11t0106000-02	.	.	4	22	12	25	2.846325	5.95973	6.641308	2.904219
Os04g0106000	Os04t0106000-01	.	.	9	13	2	3	12.728321	8.698638	2.493422	0.699937
Os10g0106000	Os10t0106000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0106000	Os06t0106000-01,Os06t0106000-02	.	.	32	86	58	148	28.006441	33.443757	40.320146	24.181685
Os12g0106000	Os12t0106000-01	.	.	235	557	416	1576	211.961746	217.927048	293.862732	260.256287
